Archetype,House number,CAH Type,Operation,Solar,Grid Import,Total Cost
Detached,1,H3,hybrid_bidirectional,best,922.81322,153.547949
Detached,1,H1,safe_unidirectional,worst,2932.760003,678.977272
Detached,1,H1,safe_unidirectional,best,2678.946727,592.459901
Detached,1,H1,hybrid_bidirectional,worst,2797.799755,363.177766
Detached,1,H1,hybrid_bidirectional,best,2380.563386,283.672637
Detached,1,H2,safe_unidirectional,worst,2408.989495,642.313336
Detached,1,H2,safe_unidirectional,best,2157.529019,555.960661
Detached,1,H2,hybrid_bidirectional,worst,1950.252363,221.111664
Detached,1,H2,hybrid_bidirectional,best,1446.638597,162.945073
Detached,1,H3,safe_unidirectional,worst,2051.414368,617.283078
Detached,1,H3,safe_unidirectional,best,1803.97754,531.212058
Detached,1,H3,hybrid_bidirectional,worst,1374.127658,216.265373
Detached,1,H3,hybrid_bidirectional,best,878.519276,127.198029
Detached,1,H1,safe_unidirectional,worst,2949.130155,676.993758
Detached,1,H1,safe_unidirectional,best,2730.717816,603.042442
Detached,1,H1,hybrid_bidirectional,worst,2815.743959,363.14892
Detached,1,H1,hybrid_bidirectional,best,2446.572454,294.745146
Detached,1,H2,safe_unidirectional,worst,2424.824887,640.292389
Detached,1,H2,safe_unidirectional,best,2206.82894,566.37022
Detached,1,H2,hybrid_bidirectional,worst,1929.270089,225.774321
Detached,1,H2,hybrid_bidirectional,best,1424.746721,164.550104
Detached,1,H3,safe_unidirectional,worst,2067.199964,615.258645
Detached,1,H3,safe_unidirectional,best,1855.0905,541.74853
Detached,1,H3,hybrid_bidirectional,worst,1374.815152,230.687602
Detached,1,H3,hybrid_bidirectional,best,878.345682,142.431707
Detached,1,H1,safe_unidirectional,worst,2830.982031,646.571882
Detached,1,H1,safe_unidirectional,best,2601.475163,568.275459
Detached,1,H1,hybrid_bidirectional,worst,2694.444464,341.084225
Detached,1,H1,hybrid_bidirectional,best,2337.907708,273.044674
Detached,1,H2,safe_unidirectional,worst,2312.180955,610.255806
Detached,1,H2,safe_unidirectional,best,2080.923238,531.836824
Detached,1,H2,hybrid_bidirectional,worst,1865.538309,198.417315
Detached,1,H2,hybrid_bidirectional,best,1389.535425,144.89844
Detached,1,H3,safe_unidirectional,worst,1951.345544,584.997328
Detached,1,H3,safe_unidirectional,best,1726.151114,507.002776
Detached,1,H3,hybrid_bidirectional,worst,1287.633356,223.826552
Detached,1,H3,hybrid_bidirectional,best,814.124599,128.698333
Detached,1,H1,safe_unidirectional,worst,2854.731655,656.044169
Detached,1,H1,safe_unidirectional,best,2632.967188,580.370387
Detached,1,H1,hybrid_bidirectional,worst,2719.696315,350.483347
Detached,1,H1,hybrid_bidirectional,best,2354.13783,282.217731
Detached,1,H2,safe_unidirectional,worst,2330.578331,619.353436
Detached,1,H2,safe_unidirectional,best,2105.498684,543.447591
Detached,1,H2,hybrid_bidirectional,worst,1847.780293,209.03262
Detached,1,H2,hybrid_bidirectional,best,1416.344243,153.525041
Detached,1,H3,safe_unidirectional,worst,1973.58102,594.363625
Detached,1,H3,safe_unidirectional,best,1755.786543,518.967742
Detached,1,H3,hybrid_bidirectional,worst,1332.549635,229.266313
Detached,1,H3,hybrid_bidirectional,best,809.133956,137.84629
Detached,1,H1,safe_unidirectional,worst,3096.837867,729.226066
Detached,1,H1,safe_unidirectional,best,2867.381328,650.821039
Detached,1,H1,hybrid_bidirectional,worst,2999.604878,386.614262
Detached,1,H1,hybrid_bidirectional,best,2618.053388,311.62418
Detached,1,H2,safe_unidirectional,worst,2572.463555,692.519864
Detached,1,H2,safe_unidirectional,best,2341.737871,614.025997
Detached,1,H2,hybrid_bidirectional,worst,2104.442982,235.907002
Detached,1,H2,hybrid_bidirectional,best,1629.048702,177.509488
Detached,1,H3,safe_unidirectional,worst,2215.058472,667.501508
Detached,1,H3,safe_unidirectional,best,1989.609439,589.377006
Detached,1,H3,hybrid_bidirectional,worst,1513.921433,267.218023
Detached,1,H3,hybrid_bidirectional,best,946.99343,151.293286
Detached,1,H1,safe_unidirectional,worst,3121.051895,726.695516
Detached,1,H1,safe_unidirectional,best,2874.525115,642.076135
Detached,1,H1,hybrid_bidirectional,worst,2999.076971,379.2032
Detached,1,H1,hybrid_bidirectional,best,2631.678999,305.746862
Detached,1,H2,safe_unidirectional,worst,2598.862415,690.142253
Detached,1,H2,safe_unidirectional,best,2350.40914,605.388017
Detached,1,H2,hybrid_bidirectional,worst,2112.203194,240.227841
Detached,1,H2,hybrid_bidirectional,best,1639.077813,183.644372
Detached,1,H3,safe_unidirectional,worst,2240.15789,665.032936
Detached,1,H3,safe_unidirectional,best,1997.553632,580.688132
Detached,1,H3,hybrid_bidirectional,worst,1518.247454,256.729219
Detached,1,H3,hybrid_bidirectional,best,1010.969465,160.505094
Detached,1,H1,safe_unidirectional,worst,2903.482431,662.72084
Detached,1,H1,safe_unidirectional,best,2682.061812,588.346649
Detached,1,H1,hybrid_bidirectional,worst,2755.980788,356.202063
Detached,1,H1,hybrid_bidirectional,best,2387.93453,283.966438
Detached,1,H2,safe_unidirectional,worst,2379.66632,626.053712
Detached,1,H2,safe_unidirectional,best,2159.425023,551.762074
Detached,1,H2,hybrid_bidirectional,worst,1880.461686,209.308611
Detached,1,H2,hybrid_bidirectional,best,1428.422716,154.554537
Detached,1,H3,safe_unidirectional,worst,2020.711234,600.926856
Detached,1,H3,safe_unidirectional,best,1807.138914,527.102046
Detached,1,H3,hybrid_bidirectional,worst,1311.830514,207.785227
Detached,1,H3,hybrid_bidirectional,best,835.952532,123.58429
Detached,1,H1,safe_unidirectional,worst,2956.797043,692.466114
Detached,1,H1,safe_unidirectional,best,2716.450852,609.901659
Detached,1,H1,hybrid_bidirectional,worst,2825.630498,362.03718
Detached,1,H1,hybrid_bidirectional,best,2443.225276,287.937991
Detached,1,H2,safe_unidirectional,worst,2432.060296,655.734542
Detached,1,H2,safe_unidirectional,best,2188.69374,572.958661
Detached,1,H2,hybrid_bidirectional,worst,1958.143454,221.06486
Detached,1,H2,hybrid_bidirectional,best,1505.109424,159.974937
Detached,1,H3,safe_unidirectional,worst,2074.981628,630.739035
Detached,1,H3,safe_unidirectional,best,1836.785972,548.325117
Detached,1,H3,hybrid_bidirectional,worst,1358.113199,238.203867
Detached,1,H3,hybrid_bidirectional,best,905.317346,145.676815
Detached,1,H1,safe_unidirectional,worst,3010.376947,705.598022
Detached,1,H1,safe_unidirectional,best,2756.635748,618.262334
Detached,1,H1,hybrid_bidirectional,worst,2877.443514,387.586589
Detached,1,H1,hybrid_bidirectional,best,2484.360727,307.573713
Detached,1,H2,safe_unidirectional,worst,2487.147803,668.971982
Detached,1,H2,safe_unidirectional,best,2231.877344,581.529246
Detached,1,H2,hybrid_bidirectional,worst,2013.153019,235.297541
Detached,1,H2,hybrid_bidirectional,best,1544.206606,172.198709
Detached,1,H3,safe_unidirectional,worst,2130.794448,644.027247
Detached,1,H3,safe_unidirectional,best,1879.2017,556.841951
Detached,1,H3,hybrid_bidirectional,worst,1448.128292,249.637718
Detached,1,H3,hybrid_bidirectional,best,895.850856,143.519521
Detached,1,H1,safe_unidirectional,worst,3015.649723,707.308902
Detached,1,H1,safe_unidirectional,best,2770.435363,623.401229
Detached,1,H1,hybrid_bidirectional,worst,2874.228819,372.069835
Detached,1,H1,hybrid_bidirectional,best,2486.778419,296.218342
Detached,1,H2,safe_unidirectional,worst,2491.660239,670.629638
Detached,1,H2,safe_unidirectional,best,2247.595996,586.802473
Detached,1,H2,hybrid_bidirectional,worst,1983.581539,224.860613
Detached,1,H2,hybrid_bidirectional,best,1536.333787,171.178797
Detached,1,H3,safe_unidirectional,worst,2136.586711,645.774492
Detached,1,H3,safe_unidirectional,best,1895.541519,562.15866
Detached,1,H3,hybrid_bidirectional,worst,1429.620033,250.264248
Detached,1,H3,hybrid_bidirectional,best,968.331611,160.967665
Detached,1,H1,safe_unidirectional,worst,3108.882759,727.452364
Detached,1,H1,safe_unidirectional,best,2871.879651,646.681966
Detached,1,H1,hybrid_bidirectional,worst,3012.035798,394.048895
Detached,1,H1,hybrid_bidirectional,best,2630.784546,320.66537
Detached,1,H2,safe_unidirectional,worst,2584.192247,690.724028
Detached,1,H2,safe_unidirectional,best,2347.433068,609.970705
Detached,1,H2,hybrid_bidirectional,worst,2140.732588,253.658285
Detached,1,H2,hybrid_bidirectional,best,1646.882135,186.587552
Detached,1,H3,safe_unidirectional,worst,2226.799324,665.706524
Detached,1,H3,safe_unidirectional,best,1994.932716,585.29568
Detached,1,H3,hybrid_bidirectional,worst,1575.667064,287.553155
Detached,1,H3,hybrid_bidirectional,best,1060.721541,181.562125
Detached,1,H1,safe_unidirectional,worst,2816.886803,634.444164
Detached,1,H1,safe_unidirectional,best,2602.977276,562.25755
Detached,1,H1,hybrid_bidirectional,worst,2691.550454,332.913154
Detached,1,H1,hybrid_bidirectional,best,2328.433394,268.62105
Detached,1,H2,safe_unidirectional,worst,2292.509347,597.737742
Detached,1,H2,safe_unidirectional,best,2079.239327,525.595894
Detached,1,H2,hybrid_bidirectional,worst,1837.429564,195.653278
Detached,1,H2,hybrid_bidirectional,best,1402.514227,143.938873
Detached,1,H3,safe_unidirectional,worst,1935.472424,572.745157
Detached,1,H3,safe_unidirectional,best,1728.180075,501.021746
Detached,1,H3,hybrid_bidirectional,worst,1250.781109,204.121178
Detached,1,H3,hybrid_bidirectional,best,780.151357,117.538696
Detached,1,H1,safe_unidirectional,worst,3006.287835,703.148615
Detached,1,H1,safe_unidirectional,best,2789.208343,629.802351
Detached,1,H1,hybrid_bidirectional,worst,2892.771578,364.906993
Detached,1,H1,hybrid_bidirectional,best,2540.845944,300.13043
Detached,1,H2,safe_unidirectional,worst,2481.861296,666.438758
Detached,1,H2,safe_unidirectional,best,2266.013806,593.178733
Detached,1,H2,hybrid_bidirectional,worst,2025.799158,227.560648
Detached,1,H2,hybrid_bidirectional,best,1574.341766,171.994975
Detached,1,H3,safe_unidirectional,worst,2124.137472,641.39809
Detached,1,H3,safe_unidirectional,best,1914.098763,568.54468
Detached,1,H3,hybrid_bidirectional,worst,1412.526466,246.4793
Detached,1,H3,hybrid_bidirectional,best,939.738903,151.247381
Detached,1,H1,safe_unidirectional,worst,2904.922239,669.266203
Detached,1,H1,safe_unidirectional,best,2695.133823,597.804785
Detached,1,H1,hybrid_bidirectional,worst,2761.94118,350.671809
Detached,1,H1,hybrid_bidirectional,best,2412.978808,285.5544
Detached,1,H2,safe_unidirectional,worst,2381.397035,632.619439
Detached,1,H2,safe_unidirectional,best,2170.111039,561.05319
Detached,1,H2,hybrid_bidirectional,worst,1868.850313,217.561918
Detached,1,H2,hybrid_bidirectional,best,1457.349395,166.42059
Detached,1,H3,safe_unidirectional,worst,2024.631078,607.645822
Detached,1,H3,safe_unidirectional,best,1817.880764,536.39707
Detached,1,H3,hybrid_bidirectional,worst,1320.874645,222.916192
Detached,1,H3,hybrid_bidirectional,best,859.586859,137.127236
Detached,1,H1,safe_unidirectional,worst,2851.060175,644.772099
Detached,1,H1,safe_unidirectional,best,2632.890448,570.989899
Detached,1,H1,hybrid_bidirectional,worst,2722.835052,355.300512
Detached,1,H1,hybrid_bidirectional,best,2369.682092,287.678278
Detached,1,H2,safe_unidirectional,worst,2326.591967,608.059324
Detached,1,H2,safe_unidirectional,best,2109.359555,534.342737
Detached,1,H2,hybrid_bidirectional,worst,1868.209218,210.282694
Detached,1,H2,hybrid_bidirectional,best,1420.974967,156.930014
Detached,1,H3,safe_unidirectional,worst,1970.279071,583.117422
Detached,1,H3,safe_unidirectional,best,1758.727202,509.798472
Detached,1,H3,hybrid_bidirectional,worst,1293.849052,222.867821
Detached,1,H3,hybrid_bidirectional,best,851.825134,145.75998
Detached,1,H1,safe_unidirectional,worst,2991.978583,695.856711
Detached,1,H1,safe_unidirectional,best,2771.109791,620.785817
Detached,1,H1,hybrid_bidirectional,worst,2858.081186,362.072813
Detached,1,H1,hybrid_bidirectional,best,2481.871383,291.251215
Detached,1,H2,safe_unidirectional,worst,2469.586731,659.289281
Detached,1,H2,safe_unidirectional,best,2247.975556,584.166421
Detached,1,H2,hybrid_bidirectional,worst,1992.794904,227.315882
Detached,1,H2,hybrid_bidirectional,best,1531.560014,170.638556
Detached,1,H3,safe_unidirectional,worst,2112.958564,634.325309
Detached,1,H3,safe_unidirectional,best,1897.129896,559.607224
Detached,1,H3,hybrid_bidirectional,worst,1369.322181,242.301522
Detached,1,H3,hybrid_bidirectional,best,889.434616,143.826892
Detached,1,H1,safe_unidirectional,worst,2947.872443,684.137689
Detached,1,H1,safe_unidirectional,best,2715.47954,603.962542
Detached,1,H1,hybrid_bidirectional,worst,2818.281718,362.272453
Detached,1,H1,hybrid_bidirectional,best,2448.879259,290.334992
Detached,1,H2,safe_unidirectional,worst,2423.825904,647.454432
Detached,1,H2,safe_unidirectional,best,2188.399274,567.066923
Detached,1,H2,hybrid_bidirectional,worst,1962.159201,218.905394
Detached,1,H2,hybrid_bidirectional,best,1514.012122,160.820521
Detached,1,H3,safe_unidirectional,worst,2068.272496,622.565693
Detached,1,H3,safe_unidirectional,best,1837.376271,542.495313
Detached,1,H3,hybrid_bidirectional,worst,1413.458354,234.102801
Detached,1,H3,hybrid_bidirectional,best,932.399774,141.287179
Detached,1,H1,safe_unidirectional,worst,3032.630699,710.667258
Detached,1,H1,safe_unidirectional,best,2802.095975,631.420633
Detached,1,H1,hybrid_bidirectional,worst,2914.377199,367.571948
Detached,1,H1,hybrid_bidirectional,best,2538.902003,298.083184
Detached,1,H2,safe_unidirectional,worst,2510.321647,674.105625
Detached,1,H2,safe_unidirectional,best,2277.968431,594.731705
Detached,1,H2,hybrid_bidirectional,worst,2050.926432,227.91151
Detached,1,H2,hybrid_bidirectional,best,1588.405667,168.669666
Detached,1,H3,safe_unidirectional,worst,2152.781012,649.07778
Detached,1,H3,safe_unidirectional,best,1925.067995,570.028675
Detached,1,H3,hybrid_bidirectional,worst,1465.745313,254.528296
Detached,1,H3,hybrid_bidirectional,best,982.277628,158.966001
Detached,1,H1,safe_unidirectional,worst,3027.346475,703.301698
Detached,1,H1,safe_unidirectional,best,2785.294228,621.346236
Detached,1,H1,hybrid_bidirectional,worst,2905.31516,372.18291
Detached,1,H1,hybrid_bidirectional,best,2540.996784,298.87206
Detached,1,H2,safe_unidirectional,worst,2504.353647,666.6922
Detached,1,H2,safe_unidirectional,best,2263.478616,584.819143
Detached,1,H2,hybrid_bidirectional,worst,2053.955602,229.325041
Detached,1,H2,hybrid_bidirectional,best,1576.445283,170.541504
Detached,1,H3,safe_unidirectional,worst,2147.054896,641.681288
Detached,1,H3,safe_unidirectional,best,1911.662344,560.192004
Detached,1,H3,hybrid_bidirectional,worst,1490.949023,248.179879
Detached,1,H3,hybrid_bidirectional,best,965.2779,151.400736
Detached,1,H1,safe_unidirectional,worst,2985.041027,700.851373
Detached,1,H1,safe_unidirectional,best,2745.186892,618.929216
Detached,1,H1,hybrid_bidirectional,worst,2859.560963,366.270242
Detached,1,H1,hybrid_bidirectional,best,2487.371244,290.720592
Detached,1,H2,safe_unidirectional,worst,2460.644156,664.143592
Detached,1,H2,safe_unidirectional,best,2219.402972,582.124342
Detached,1,H2,hybrid_bidirectional,worst,1970.838813,228.958607
Detached,1,H2,hybrid_bidirectional,best,1521.029727,169.624789
Detached,1,H3,safe_unidirectional,worst,2102.705288,639.087871
Detached,1,H3,safe_unidirectional,best,1866.932642,557.451419
Detached,1,H3,hybrid_bidirectional,worst,1361.619184,236.766841
Detached,1,H3,hybrid_bidirectional,best,892.943467,154.500232
Detached,1,H1,safe_unidirectional,worst,2950.896411,686.658931
Detached,1,H1,safe_unidirectional,best,2720.143196,608.050561
Detached,1,H1,hybrid_bidirectional,worst,2828.032174,364.241773
Detached,1,H1,hybrid_bidirectional,best,2469.469812,294.783543
Detached,1,H2,safe_unidirectional,worst,2425.698508,649.895078
Detached,1,H2,safe_unidirectional,best,2193.740148,571.202348
Detached,1,H2,hybrid_bidirectional,worst,1962.941364,220.081726
Detached,1,H2,hybrid_bidirectional,best,1502.845947,162.7551
Detached,1,H3,safe_unidirectional,worst,2068.883542,624.918031
Detached,1,H3,safe_unidirectional,best,1843.980064,546.719142
Detached,1,H3,hybrid_bidirectional,worst,1369.527308,237.130251
Detached,1,H3,hybrid_bidirectional,best,902.073252,142.29003
Detached,1,H1,safe_unidirectional,worst,2916.014415,672.524935
Detached,1,H1,safe_unidirectional,best,2689.565272,594.874713
Detached,1,H1,hybrid_bidirectional,worst,2785.262711,354.635801
Detached,1,H1,hybrid_bidirectional,best,2426.217552,286.504144
Detached,1,H2,safe_unidirectional,worst,2390.403275,635.732155
Detached,1,H2,safe_unidirectional,best,2163.400159,558.043155
Detached,1,H2,hybrid_bidirectional,worst,1886.66591,213.097322
Detached,1,H2,hybrid_bidirectional,best,1436.729806,154.851712
Detached,1,H3,safe_unidirectional,worst,2036.05526,610.927794
Detached,1,H3,safe_unidirectional,best,1812.885946,533.50716
Detached,1,H3,hybrid_bidirectional,worst,1286.27276,210.020941
Detached,1,H3,hybrid_bidirectional,best,837.383448,125.006399
Detached,1,H1,safe_unidirectional,worst,2944.240647,680.588873
Detached,1,H1,safe_unidirectional,best,2705.588727,599.506269
Detached,1,H1,hybrid_bidirectional,worst,2809.611478,360.020139
Detached,1,H1,hybrid_bidirectional,best,2413.655535,284.440851
Detached,1,H2,safe_unidirectional,worst,2422.128475,644.041021
Detached,1,H2,safe_unidirectional,best,2183.739364,562.976814
Detached,1,H2,hybrid_bidirectional,worst,1936.002245,221.531277
Detached,1,H2,hybrid_bidirectional,best,1440.917464,158.703833
Detached,1,H3,safe_unidirectional,worst,2064.140706,618.981877
Detached,1,H3,safe_unidirectional,best,1831.375727,538.311359
Detached,1,H3,hybrid_bidirectional,worst,1365.473613,224.24932
Detached,1,H3,hybrid_bidirectional,best,862.78313,128.871264
Detached,1,H1,safe_unidirectional,worst,2949.649151,682.658399
Detached,1,H1,safe_unidirectional,best,2718.378056,604.488389
Detached,1,H1,hybrid_bidirectional,worst,2804.943263,351.753387
Detached,1,H1,hybrid_bidirectional,best,2401.114615,281.225986
Detached,1,H2,safe_unidirectional,worst,2425.558782,645.972073
Detached,1,H2,safe_unidirectional,best,2195.529658,567.889001
Detached,1,H2,hybrid_bidirectional,worst,1924.146004,208.602622
Detached,1,H2,hybrid_bidirectional,best,1475.346516,155.244815
Detached,1,H3,safe_unidirectional,worst,2071.245947,621.170175
Detached,1,H3,safe_unidirectional,best,1847.41146,543.520727
Detached,1,H3,hybrid_bidirectional,worst,1345.655677,233.448885
Detached,1,H3,hybrid_bidirectional,best,883.565034,145.251506
Detached,1,H1,safe_unidirectional,worst,3047.193711,711.168334
Detached,1,H1,safe_unidirectional,best,2813.630276,631.015473
Detached,1,H1,hybrid_bidirectional,worst,2905.76743,369.296328
Detached,1,H1,hybrid_bidirectional,best,2533.146715,294.575938
Detached,1,H2,safe_unidirectional,worst,2524.384604,674.571697
Detached,1,H2,safe_unidirectional,best,2286.742142,594.133304
Detached,1,H2,hybrid_bidirectional,worst,2050.385043,236.052196
Detached,1,H2,hybrid_bidirectional,best,1552.187893,173.035167
Detached,1,H3,safe_unidirectional,worst,2166.516728,649.520945
Detached,1,H3,safe_unidirectional,best,1935.508471,569.546947
Detached,1,H3,hybrid_bidirectional,worst,1494.841412,254.467305
Detached,1,H3,hybrid_bidirectional,best,935.21401,151.083038
Detached,1,H1,safe_unidirectional,worst,2842.514679,646.777934
Detached,1,H1,safe_unidirectional,best,2629.379363,575.148663
Detached,1,H1,hybrid_bidirectional,worst,2694.715716,346.398208
Detached,1,H1,hybrid_bidirectional,best,2367.444258,279.787785
Detached,1,H2,safe_unidirectional,worst,2316.581188,609.96259
Detached,1,H2,safe_unidirectional,best,2105.6833,538.489939
Detached,1,H2,hybrid_bidirectional,worst,1843.727563,204.265042
Detached,1,H2,hybrid_bidirectional,best,1397.68448,151.216816
Detached,1,H3,safe_unidirectional,worst,1959.154268,584.942705
Detached,1,H3,safe_unidirectional,best,1753.268084,513.820874
Detached,1,H3,hybrid_bidirectional,worst,1272.89868,225.184718
Detached,1,H3,hybrid_bidirectional,best,822.435957,139.199283
Detached,1,H1,safe_unidirectional,worst,2939.397703,674.098319
Detached,1,H1,safe_unidirectional,best,2720.628816,599.277472
Detached,1,H1,hybrid_bidirectional,worst,2839.06499,345.344722
Detached,1,H1,hybrid_bidirectional,best,2466.66425,276.813924
Detached,1,H2,safe_unidirectional,worst,2418.039667,637.603257
Detached,1,H2,safe_unidirectional,best,2195.1766,562.495816
Detached,1,H2,hybrid_bidirectional,worst,1964.156951,203.805188
Detached,1,H2,hybrid_bidirectional,best,1482.922684,146.716387
Detached,1,H3,safe_unidirectional,worst,2058.971076,612.468455
Detached,1,H3,safe_unidirectional,best,1843.948907,537.909878
Detached,1,H3,hybrid_bidirectional,worst,1373.101251,220.749323
Detached,1,H3,hybrid_bidirectional,best,874.670136,128.804721
Detached,1,H1,safe_unidirectional,worst,2880.168979,665.399054
Detached,1,H1,safe_unidirectional,best,2664.185824,591.559396
Detached,1,H1,hybrid_bidirectional,worst,2754.256859,332.034596
Detached,1,H1,hybrid_bidirectional,best,2397.287195,268.230569
Detached,1,H2,safe_unidirectional,worst,2355.927067,628.70212
Detached,1,H2,safe_unidirectional,best,2137.798956,554.712315
Detached,1,H2,hybrid_bidirectional,worst,1890.043725,203.681897
Detached,1,H2,hybrid_bidirectional,best,1441.453447,150.122483
Detached,1,H3,safe_unidirectional,worst,1997.902504,603.640401
Detached,1,H3,safe_unidirectional,best,1784.976983,530.014777
Detached,1,H3,hybrid_bidirectional,worst,1352.298886,224.841411
Detached,1,H3,hybrid_bidirectional,best,849.441628,136.070001
Detached,1,H1,safe_unidirectional,worst,2935.206531,679.191694
Detached,1,H1,safe_unidirectional,best,2699.468576,598.47215
Detached,1,H1,hybrid_bidirectional,worst,2814.937747,369.279134
Detached,1,H1,hybrid_bidirectional,best,2463.450383,296.485109
Detached,1,H2,safe_unidirectional,worst,2412.359335,642.59239
Detached,1,H2,safe_unidirectional,best,2174.54556,561.727539
Detached,1,H2,hybrid_bidirectional,worst,1932.326561,226.440027
Detached,1,H2,hybrid_bidirectional,best,1489.809447,164.617321
Detached,1,H3,safe_unidirectional,worst,2054.954406,617.574045
Detached,1,H3,safe_unidirectional,best,1822.49308,537.083865
Detached,1,H3,hybrid_bidirectional,worst,1370.161067,240.618256
Detached,1,H3,hybrid_bidirectional,best,872.458376,144.891334
Detached,1,H1,safe_unidirectional,worst,2899.370479,674.011695
Detached,1,H1,safe_unidirectional,best,2656.469828,590.897892
Detached,1,H1,hybrid_bidirectional,worst,2761.985074,350.897722
Detached,1,H1,hybrid_bidirectional,best,2370.795239,275.856762
Detached,1,H2,safe_unidirectional,worst,2375.348707,637.330171
Detached,1,H2,safe_unidirectional,best,2131.004176,554.115296
Detached,1,H2,hybrid_bidirectional,worst,1903.671911,215.695381
Detached,1,H2,hybrid_bidirectional,best,1410.415065,151.677651
Detached,1,H3,safe_unidirectional,worst,2019.428624,612.415765
Detached,1,H3,safe_unidirectional,best,1780.447847,529.576353
Detached,1,H3,hybrid_bidirectional,worst,1373.029425,227.434423
Detached,1,H3,hybrid_bidirectional,best,868.97903,139.182282
Detached,1,H1,safe_unidirectional,worst,2922.173755,669.583858
Detached,1,H1,safe_unidirectional,best,2695.922451,592.909352
Detached,1,H1,hybrid_bidirectional,worst,2758.690512,359.739479
Detached,1,H1,hybrid_bidirectional,best,2391.905145,287.759737
Detached,1,H2,safe_unidirectional,worst,2399.532212,632.99895
Detached,1,H2,safe_unidirectional,best,2173.949882,556.371272
Detached,1,H2,hybrid_bidirectional,worst,1919.343109,217.169305
Detached,1,H2,hybrid_bidirectional,best,1461.817214,157.439843
Detached,1,H3,safe_unidirectional,worst,2042.625264,608.015464
Detached,1,H3,safe_unidirectional,best,1822.368448,531.760572
Detached,1,H3,hybrid_bidirectional,worst,1335.44677,220.77981
Detached,1,H3,hybrid_bidirectional,best,868.243443,119.724815
Detached,1,H1,safe_unidirectional,worst,2920.629527,676.877095
Detached,1,H1,safe_unidirectional,best,2689.723155,597.964592
Detached,1,H1,hybrid_bidirectional,worst,2797.768904,358.178411
Detached,1,H1,hybrid_bidirectional,best,2431.907303,286.861171
Detached,1,H2,safe_unidirectional,worst,2397.466147,640.255659
Detached,1,H2,safe_unidirectional,best,2165.145336,561.244145
Detached,1,H2,hybrid_bidirectional,worst,1949.420527,210.484053
Detached,1,H2,hybrid_bidirectional,best,1480.397053,153.40418
Detached,1,H3,safe_unidirectional,worst,2039.009784,615.163713
Detached,1,H3,safe_unidirectional,best,1812.414794,536.553007
Detached,1,H3,hybrid_bidirectional,worst,1361.836583,237.02923
Detached,1,H3,hybrid_bidirectional,best,880.460508,134.380905
Detached,1,H1,safe_unidirectional,worst,2926.381191,673.235443
Detached,1,H1,safe_unidirectional,best,2713.712428,600.477387
Detached,1,H1,hybrid_bidirectional,worst,2800.313016,347.152298
Detached,1,H1,hybrid_bidirectional,best,2472.599962,281.622464
Detached,1,H2,safe_unidirectional,worst,2403.336619,636.622323
Detached,1,H2,safe_unidirectional,best,2189.294879,563.768158
Detached,1,H2,hybrid_bidirectional,worst,1897.158522,211.270363
Detached,1,H2,hybrid_bidirectional,best,1452.108374,153.221756
Detached,1,H3,safe_unidirectional,worst,2045.04438,611.541867
Detached,1,H3,safe_unidirectional,best,1835.481052,539.00119
Detached,1,H3,hybrid_bidirectional,worst,1316.010034,225.639507
Detached,1,H3,hybrid_bidirectional,best,852.810181,137.563359
Detached,1,H1,safe_unidirectional,worst,2905.123227,668.313753
Detached,1,H1,safe_unidirectional,best,2672.177375,588.525158
Detached,1,H1,hybrid_bidirectional,worst,2797.497182,347.894556
Detached,1,H1,hybrid_bidirectional,best,2414.231271,277.871769
Detached,1,H2,safe_unidirectional,worst,2382.148675,631.705534
Detached,1,H2,safe_unidirectional,best,2147.234655,551.779167
Detached,1,H2,hybrid_bidirectional,worst,1932.722512,216.085014
Detached,1,H2,hybrid_bidirectional,best,1466.976971,156.195361
Detached,1,H3,safe_unidirectional,worst,2022.095768,606.50183
Detached,1,H3,safe_unidirectional,best,1792.868295,526.973522
Detached,1,H3,hybrid_bidirectional,worst,1349.205534,231.428738
Detached,1,H3,hybrid_bidirectional,best,859.88472,129.047724
Detached,1,H1,safe_unidirectional,worst,2961.970703,683.169297
Detached,1,H1,safe_unidirectional,best,2740.415932,607.382404
Detached,1,H1,hybrid_bidirectional,worst,2856.152515,345.24217
Detached,1,H1,hybrid_bidirectional,best,2508.901474,280.383774
Detached,1,H2,safe_unidirectional,worst,2437.824779,646.479083
Detached,1,H2,safe_unidirectional,best,2213.633,570.507599
Detached,1,H2,hybrid_bidirectional,worst,1972.666313,216.579631
Detached,1,H2,hybrid_bidirectional,best,1505.699112,159.450019
Detached,1,H3,safe_unidirectional,worst,2080.473224,621.464474
Detached,1,H3,safe_unidirectional,best,1862.922071,545.957834
Detached,1,H3,hybrid_bidirectional,worst,1360.477723,241.111294
Detached,1,H3,hybrid_bidirectional,best,846.474978,140.636993
Detached,1,H1,safe_unidirectional,worst,2934.391379,680.073363
Detached,1,H1,safe_unidirectional,best,2714.836372,605.249801
Detached,1,H1,hybrid_bidirectional,worst,2779.960502,353.983542
Detached,1,H1,hybrid_bidirectional,best,2414.495228,286.021646
Detached,1,H2,safe_unidirectional,worst,2410.641188,643.41085
Detached,1,H2,safe_unidirectional,best,2189.887607,568.503388
Detached,1,H2,hybrid_bidirectional,worst,1934.588816,215.599251
Detached,1,H2,hybrid_bidirectional,best,1492.334294,159.171886
Detached,1,H3,safe_unidirectional,worst,2053.979692,618.444545
